ds,yhat,yhat_lower,yhat_upper
2005-11-30,443575.7530644546,437516.0617425797,450609.40686357213
2005-12-31,447576.2621548112,441087.2113606736,454592.7770450682
2006-01-31,451777.75672800577,445237.22994689195,458354.41689717805
2006-02-28,455601.0004298636,449064.24880577496,462082.759626833
2006-03-31,460014.652494883,453403.120403809,466645.5361554526
2006-04-30,464445.0969973717,457499.1689331632,470861.78488331795
2006-05-31,469038.95156428724,461830.146612808,475840.3611503469
2006-06-30,469940.5750806719,463526.2621612944,476273.1360625008
2006-07-31,470510.9075711946,463753.6460468717,477147.8517292244
2006-08-31,470802.5080198056,464360.3465524017,476907.8033322806
2006-09-30,470922.5571708166,464914.9273595665,477171.7422285847
2006-10-31,470922.6656315893,464799.28307725803,477474.30177931476
2006-11-30,471065.00942214247,464955.0011813468,477476.3988534866
2006-12-31,471247.77513023687,464784.49411941535,477652.69796766125
2007-01-31,471822.9696727373,464978.93401604774,478160.8817127646
2007-02-28,472688.9973726312,466275.43980691006,479653.21684506355
2007-03-31,471088.45602730854,465328.0318077307,478458.9953544806
2007-04-30,469559.9562922469,462542.248474373,476005.4109060628
2007-05-31,468118.4361273598,461798.362879026,474835.2544761271
2007-06-30,466825.2499168493,460094.8578703374,473115.72479774867
2007-07-31,465207.6297621082,458521.5711155095,471897.5030825245
2007-08-31,463209.61722115264,457071.12845612044,469623.61051189975
2007-09-30,461067.76071461395,454713.6264738348,467495.02757501794
2007-10-31,458857.582126625,452528.364200768,464969.69321677764
2007-11-30,456629.46994539903,449913.09152113745,463230.24583116453
2007-12-31,453566.36681708664,447052.7440491007,459633.0204713726
2008-01-31,451090.34959787014,444516.83939164074,457531.05076611193
2008-02-29,448658.1481259084,442415.3948306533,455360.55589572905
2008-03-31,446420.2110558356,439872.52344954025,452778.2062900658
2008-04-30,444705.5602147796,438507.78924693697,450611.87246588734
2008-05-31,442721.1700841316,436237.1874224953,449240.08787000505
2008-06-30,440573.21643760795,434523.6053714276,446821.3105497986
2008-07-31,437820.7637598153,431430.55266436626,444077.02283783484
2008-08-31,434985.53214456484,428439.40581224754,441421.9807927578
2008-09-30,432175.37239180366,425812.55466848955,438645.5471786372
2008-10-31,428888.7625052566,422497.8691565973,435298.13608819817
2008-11-30,426310.43913085375,420175.7089017965,433031.8713357161
2008-12-31,423741.619286598,417513.6823472961,430245.70786567265
