ds,yhat,yhat_lower,yhat_upper
2010-08-31,390912.03518638056,367821.92629828636,412452.535362658
2010-09-30,390295.47638957965,366511.3284965177,413206.6333907377
2010-10-31,389683.6569972661,364080.7520985306,412752.65900602815
2010-11-30,388990.5393166729,367275.6913904431,413084.8563248515
2010-12-31,387675.5155225635,363494.94940953405,410212.15033423144
2011-01-31,386371.9702392479,363471.8659171987,409088.1041427758
2011-02-28,388746.49393189396,363508.57910675684,411943.3569432271
2011-03-31,385393.9598251462,361638.1341314434,408647.83180329367
2011-04-30,382848.1952987373,360032.4388770645,405720.49892494886
2011-05-31,380934.71982260636,357754.180508535,406098.0778960204
2011-06-30,380274.79043319734,354915.696461253,402776.00884216756
2011-07-31,380166.2270118683,354700.93114976364,404053.458786446
2011-08-31,379821.7038882452,358269.0504592787,402392.8481213329
2011-09-30,379721.4059553708,357320.7357157225,404434.9972841139
2011-10-31,378204.0554743643,354914.55473962915,402288.0675539469
2011-11-30,377396.9565796095,352582.711772375,400000.2788560325
2011-12-31,377818.5918516834,355455.3347909267,401636.3702283016
2012-01-31,378315.00440822827,355843.7414139781,401979.00808683794
2012-02-29,378711.2527623434,356401.20210184273,402556.80982583784
2012-03-31,381369.1701370476,358069.9825030803,403043.52290929103
2012-04-30,384304.02804187906,360923.70807627443,406191.1062705548
2012-05-31,386858.0962331078,363374.9579236439,409889.2612401545
2012-06-30,388459.21752618253,366345.64514353115,412058.4398316933
2012-07-31,388828.27303403063,363096.21543055156,411526.5643149043
2012-08-31,389448.3938653751,367703.6074369025,413680.4327521135
2012-09-30,391870.02212160645,368777.4482187428,415714.6991098104
2012-10-31,397317.8228101438,374334.3015942965,418910.9631020339
2012-11-30,401011.13246089715,378021.4339989305,424420.7392997656
2012-12-31,405619.0016792053,381445.4153467272,428405.97232273524
2013-01-31,410248.9784969519,387668.80971497024,434222.91759178485
2013-02-28,409045.56654986617,386275.52121054503,430417.72222658293
2013-03-31,412318.6858257587,389104.1742091465,435295.01978273585
2013-04-30,415912.7350284844,392372.09922880115,440089.0950182421
2013-05-31,419518.15871116956,395891.99979611556,444321.52848935395
2013-06-30,422810.68514233286,399317.9383769097,446129.7365689442
2013-07-31,425566.67841523845,402271.9168485426,448807.8397597507
2013-08-31,428431.3986689771,405658.39277416223,450729.1052726611
2013-09-30,431413.09778714017,408783.3510378886,456132.13474659115
2013-10-31,435973.06473354535,412538.6054481247,458801.2356520598
2013-11-30,439538.1730476294,414819.43195904576,463518.98632519343
2013-12-31,443313.60315919487,418535.5387626559,468413.7333988918
2014-01-31,447082.6717985369,422643.25962333137,468128.63746092835
2014-02-28,449591.3352570319,425636.07813026366,474263.1174605989
2014-03-31,451705.61084174743,428630.07895340846,474673.4981017089
2014-04-30,454287.962259673,430761.20556326816,475928.72014675953
2014-05-31,457246.82115881465,433428.6150875997,479399.5913771291
2014-06-30,460601.4639439139,437389.39393811254,485735.9824792145
2014-07-31,464041.564683509,440805.6936718662,487083.64239169256
2014-08-31,467428.04337511136,442262.3583452859,490013.3628872808
2014-09-30,470938.30504875595,447036.901962654,495263.1096922094
2014-10-31,474590.8668092256,450939.6247720169,498006.16265954316
2014-11-30,478024.56959907315,455439.85522248,502812.8719217872
2014-12-31,480973.9269577522,455857.3633685698,503504.20193181926
2015-01-31,483926.54460351873,458944.1574356109,507363.6571227309
2015-02-28,490130.35157128173,467158.7466402254,513068.1183355697
2015-03-31,491017.3810906035,467569.4965105778,513916.7115447279
2015-04-30,492574.4200732614,470127.53769174713,515592.6283685517
2015-05-31,494900.5082231719,471882.9486313591,516827.8919377639
2015-06-30,498343.3823428445,475292.95887786295,521843.26247655804
2015-07-31,502474.3825475621,479478.3962410383,527825.933522561
2015-08-31,506369.4230499806,483491.26570409315,528375.7070825504
2015-09-30,510371.92862618,487799.84070238366,534199.7713326039
2015-10-31,513094.1417712186,490439.0289728468,536839.7807966325
2015-11-30,516389.8464026493,493468.2693747275,539069.2075553057
2015-12-31,518516.335139962,495613.4592293767,542064.7941581894
2016-01-31,520717.60116175364,497570.968714772,543689.4228785676
2016-02-29,522708.71243497345,500333.88986015954,547254.6432555899
2016-03-31,527071.4832749219,505182.18929556356,550639.9983202214
2016-04-30,531656.1993719185,506424.3618965562,554191.3237766594
2016-05-31,535915.1210283892,512725.33603352227,560231.3809543899
2016-06-30,539166.1005136202,517410.79238159256,562643.9683022483
2016-07-31,541240.0094867178,519378.63681941933,562715.8743594802
2016-08-31,543564.9837985276,520555.4054854552,566433.958799719
2016-09-30,545976.7893370643,522457.3328273521,569466.7921609763
2016-10-31,551414.439883985,530945.1159541829,573325.08458197
2016-11-30,555097.9268170422,530624.3359422216,577678.8540908087
2016-12-31,559695.6458937338,538507.2839497443,582402.3608361732
2017-01-31,564315.4725698667,541594.4830453797,587401.0026210058
2017-02-28,563102.8927529121,540556.1341760346,585687.7687803367
2017-03-31,566365.8618872014,542349.2379634468,589757.8369946197
2017-04-30,569950.0883722369,546609.63536644,592336.655309232
2017-05-31,573545.3619133035,549714.6380959023,597624.6236491344
2017-06-30,576828.0666493366,552083.2125219349,599939.1960142419
2017-07-31,579573.9108372537,555415.9579102319,603057.2787621819
2017-08-31,582428.4820060243,558459.819132818,604626.5711080137
2017-09-30,585400.3594290569,562904.844149428,609665.8642699772
2017-10-31,589950.1772904748,565376.2021050258,612556.8624892406
2017-11-30,593505.4639094272,570171.9054186781,617107.7686494605
2017-12-31,597270.744936005,575216.0357037837,620592.2078303157
2018-01-31,601029.6644903789,579015.6168368169,624252.2660554184
2018-02-28,603529.1610334064,580224.9907290952,625499.8765567649
2018-03-31,605633.2875444216,581986.1178829372,627260.8339652764
2018-04-30,608207.6869022888,584651.0005723637,632847.9796095556
2018-05-31,611158.3286726864,586950.1612975613,635700.4888850156
2018-06-30,614505.0193977138,590547.275286639,636547.9360332525
2018-07-31,617936.9030085511,594197.3058186595,640674.5948347677
2018-08-31,621315.1645714074,598346.6167681012,642893.814013853
2018-09-30,624817.4741849668,601393.6006873152,648167.7444458927
2018-10-31,628461.8188167064,604224.047250049,650850.7586108968
2018-11-30,631887.5695464727,608557.490791011,655739.6811107273
2018-12-31,634828.7097764075,612295.2595497266,658334.1765609113
2019-01-31,637781.3285626438,613881.0415914259,661210.4280415664
2019-02-28,643985.1365605372,617432.796270537,666207.1412039247
2019-03-31,644872.167220323,621992.709327086,667582.6968404612
2019-04-30,646429.2073066821,623424.2064967275,670440.3566777222
2019-05-31,648755.2965970779,625494.0855740489,673219.555762705
2019-06-30,652198.1718204442,629757.5560823804,674537.665564093
2019-07-31,656329.1731656286,634588.4747069471,677528.9551308918
2019-08-31,660224.2148085312,636700.2706220559,684045.2630428727
2019-09-30,664226.721488433,640050.8057079443,688216.4097195611
2019-10-31,668854.0062785135,646108.2128653394,690185.4134860719
2019-11-30,673993.3286138492,653089.0820025048,697233.2364655741
2019-12-31,678024.8889785311,654726.4380619493,702146.6931490294
2020-01-31,682131.2266276717,659542.8906424791,705947.0490563322
2020-02-29,685904.5016813256,663003.7416574564,707913.0473244559
2020-03-31,692172.3441486472,668849.5272122106,714603.6800708412
2020-04-30,698600.6779495516,675714.9326311871,721811.5682107917
2020-05-31,704764.6712333948,682548.8505004368,728784.4000462394
2020-06-30,709859.2684225368,687150.2637863589,732929.2010654086
2020-07-31,713838.249022987,691548.0531108514,739254.866339403
2020-08-31,718068.2949469485,694902.4360938454,741610.8658297639
2020-09-30,722323.7181746601,696377.1659317082,744139.4210041057
2020-10-31,729666.4403337153,706940.4613696461,752537.0595791708
2020-11-30,735193.5449559456,711970.9615511334,757698.3934150833
2020-12-31,741696.3356447831,719372.7413282724,766025.5200644039
2021-01-31,748221.2339330661,725965.6717592407,770371.8174549539
2021-02-28,748729.3639593602,727465.0744667832,772871.6192606553
2021-03-31,753897.4047057934,729377.5544084992,777161.5998521672
2021-04-30,759325.2488799895,736803.8313998266,781502.800833328
2021-05-31,764825.5940332033,739671.7810606239,787647.165167583
2021-06-30,769951.9154415196,746631.1528734824,794462.3636928659
2021-07-31,774602.8301908062,750973.0547577505,798395.9948905824
2021-08-31,779362.4719209301,755811.6751394685,803590.568325903
2021-09-30,784177.9660162431,759984.2866490191,808452.8903047263
2021-10-31,790632.8544390367,766237.3442401033,812195.3036076118
2021-11-30,796031.7577302726,772225.0088207808,818101.8693112714
2021-12-31,801702.1093182235,777841.5074720863,825932.5950440578
2022-01-31,807366.0994339476,784082.3525071881,829845.7302368246
2022-02-28,811586.304871128,787954.0993438414,833717.6513107613
2022-03-31,815595.5019322075,791601.7212527366,840096.5090138712
2022-04-30,820013.517951439,796407.0206542348,843498.979820528
2022-05-31,824869.2302719189,803133.4655505284,848559.9128853991
2022-06-30,830059.5376583115,805797.1937599239,852914.8824849274
2022-07-31,835396.4918192441,813152.6087378132,859195.674970931
2022-08-31,840679.8239321832,817623.4484741857,864297.3246727266
2022-09-30,846025.7502071179,823528.0487437362,869790.3380831796
2022-10-31,851575.1653889274,828130.1444508301,874465.6184311818
2022-11-30,856844.5327800674,833635.3663302596,879433.4774444245
2022-12-31,861690.743560077,837760.0143456024,883996.6012124362
2023-01-31,866548.4328508987,844454.082423026,888706.664858176
2023-02-28,874472.9496916183,852506.3012945234,898517.6503654706
2023-03-31,877265.050855981,855099.5890845425,900903.3138356316
2023-04-30,880665.7075596495,858593.517129072,904527.6685113973
2023-05-31,884896.8673546182,861303.3696946127,906455.6438949034
2023-06-30,890183.359195304,868620.1045401389,913469.1019189866
2023-07-31,896219.4310450674,873536.8412231444,920434.6370347354
2023-08-31,902019.5431925404,878667.0810460263,924570.3522895039
2023-09-30,907865.6664897662,885510.3657498759,931520.7275059398
2023-10-31,912492.9512798378,887086.9568275829,935321.1336913485
2023-11-30,917632.2736151728,895173.5246560237,939716.9238551836
2023-12-31,921663.8339798491,898346.4092575193,944077.5309704279
2024-01-31,925770.1716290057,903700.4361061339,950123.9026762898
2024-02-29,929543.4466826546,905420.8700894085,952427.8993346826
2024-03-31,935811.2891499783,912835.5965862117,957699.5522329625
2024-04-30,942239.6229508735,920188.8619061252,966339.1055031561
2024-05-31,948403.6162347181,923896.8874132037,972018.3405743156
2024-06-30,953498.2134238532,930047.3379408378,977102.4668517564
2024-07-31,957477.1940243115,934906.9187818513,980210.974364701
2024-08-31,961707.2399482749,938869.4633338049,985475.2599680959
2024-09-30,965962.6631759742,943001.6263808935,988936.3082981692
2024-10-31,973305.3853350454,951438.1603935638,998020.9462474479
2024-11-30,978832.4899572672,957068.3936410872,1002675.5075901101
2024-12-31,985335.2806461193,963663.6923791143,1008312.585022092
2025-01-31,991860.1789343974,967358.1716759503,1013236.8279337344
2025-02-28,992368.3089606956,969541.8633323478,1016373.5654469643
2025-03-31,997536.3497071068,974117.9506875266,1021940.0416921471
2025-04-30,1002964.193881319,980015.8687279987,1026590.8948371273
2025-05-31,1008464.5390345268,985110.6045315462,1032624.3781166343
2025-06-30,1013590.8604428569,988020.9516620167,1037427.4073395439
2025-07-31,1018241.7751921318,993933.0315684429,1042953.2006982622
2025-08-31,1023001.4169222615,997101.2109718167,1047953.7643442226
2025-09-30,1027816.9110175794,1002222.2857495041,1053813.4416854263
